indicator,pitc_reduction_year,test_reduction,scenario,mean,upper_CI,lower_CI
TotalHIVtests,2025,100,baseline,1189103300,1303503345,1074703255
TotalHIVtests,2025,100,intervention,241009650,246299088.5,235720211.5
TotalHIVtests,2025,100,percent_change,-79.56970693863238,-78.04899583171373,-81.09041804555105
TotalHIVtests,2099,0,absolute_dif,0,0,0
TotalHIVtests,2099,0,baseline,51425900,56454915,46396885
TotalHIVtests,2099,0,intervention,51425900,56454915,46396885
TotalHIVtests,2099,0,percent_change,0,0,0
TotalHIVtests,2099,100,absolute_dif,-30506745,-26982743.75,-34030746.25
TotalHIVtests,2099,100,baseline,51425900,56454915,46396885
TotalHIVtests,2099,100,intervention,20919155,22424168.750000004,19414141.249999996
TotalHIVtests,2099,100,percent_change,-59.206604397672905,-58.14392540936084,-60.26928338598496
TotProtSexActs,2025,0,absolute_dif,0,0,0
TotProtSexActs,2025,0,baseline,12027640500,12281238725,11774042275
TotProtSexActs,2025,0,intervention,12027640500,12281238725,11774042275
TotProtSexActs,2025,0,percent_change,0,0,0
TotProtSexActs,2025,100,absolute_dif,-115919000,-102508800,-129329200
TotProtSexActs,2025,100,baseline,12027640500,12281238725,11774042275
TotProtSexActs,2025,100,intervention,11911721500,12151909525,11671533475
TotProtSexActs,2025,100,percent_change,-0.9616406381640215,-0.870421613029895,-1.0528596632981482
TotProtSexActs,2099,0,absolute_dif,0,0,0
TotProtSexActs,2099,0,baseline,526228500,538253125,514203875
TotProtSexActs,2099,0,intervention,526228500,538253125,514203875
TotProtSexActs,2099,0,percent_change,0,0,0
TotProtSexActs,2099,100,absolute_dif,-500,-24.99999999999991,-975.0000000000001
TotProtSexActs,2099,100,baseline,526228500,538253125,514203875
TotProtSexActs,2099,100,intervention,526228000,538253100,514202900
TotProtSexActs,2099,100,percent_change,-9.735752213423266e-5,-4.867876106711615e-6,-1.898471681617537e-4
TotSexActs,2025,0,absolute_dif,0,0,0
TotSexActs,2025,0,baseline,34495561000,35168158150,33822963850
TotSexActs,2025,0,intervention,34495561000,35168158150,33822963850
TotSexActs,2025,0,percent_change,0,0,0
TotSexActs,2025,100,absolute_dif,-235746500,-209528875,-261964125
TotSexActs,2025,100,baseline,34495561000,35168158150,33822963850
TotSexActs,2025,100,intervention,34259814500,34906194025,33613434975
TotSexActs,2025,100,percent_change,-0.6820564286074378,-0.6193523232885111,-0.7447605339263645
TotSexActs,2099,0,absolute_dif,0,0,0
TotSexActs,2099,0,baseline,1319593500,1355652175.0000002,1283534825
TotSexActs,2099,0,intervention,1319593500,1355652175.0000002,1283534825
TotSexActs,2099,0,percent_change,0,0,0
TotSexActs,2099,100,absolute_dif,-500,-24.99999999999991,-975.0000000000001
TotSexActs,2099,100,baseline,1319593500,1355652175.0000002,1283534825
TotSexActs,2099,100,intervention,1319593000,1355651200.0000002,1283534800
TotSexActs,2099,100,percent_change,-3.683105594637398e-5,-1.8415527973186924e-6,-7.182055909542927e-5
