"intervention_year","year","parameter_set","indicator","scenario","value"
"2025",1986,1,"RediagnosesPregnancy","intervention",0
"2025",1986,1,"RediagnosesPregnancy","baseline",0
"2025",1986,1,"RediagnosesPregnancy","percent_change",NA
"2025",1986,1,"TotANCtests","intervention",0
"2025",1986,1,"TotANCtests","baseline",0
"2025",1986,1,"TotANCtests","percent_change",NA
"2025",1986,1,"VLsuppressed","intervention",NA
"2025",1986,1,"VLsuppressed","baseline",NA
"2025",1986,1,"VLsuppressed","percent_change",NA
"2025",1986,1,"TotHIV15","intervention",5392.33
"2025",1986,1,"TotHIV15","baseline",5392.33
"2025",1986,1,"TotHIV15","percent_change",0
"2025",1986,1,"TotalAIDSdeathsadult","intervention",23.8906
"2025",1986,1,"TotalAIDSdeathsadult","baseline",23.8906
"2025",1986,1,"TotalAIDSdeathsadult","percent_change",0
"2025",1986,2,"TotalHIVtests","intervention",41.1358
"2025",1986,2,"TotalHIVtests","baseline",41.1358
"2025",1986,2,"TotalHIVtests","percent_change",0
"2025",1986,2,"NewAdultHIV","intervention",10436.9
"2025",1986,2,"NewAdultHIV","baseline",10436.9
"2025",1986,2,"NewAdultHIV","percent_change",0
"2025",1986,2,"LYlostAIDS","intervention",7966.3
"2025",1986,2,"LYlostAIDS","baseline",7966.3
"2025",1986,2,"LYlostAIDS","percent_change",0
"2025",1986,2,"AIDSdeathsAdultM","intervention",12.4572
"2025",1986,2,"AIDSdeathsAdultM","baseline",12.4572
"2025",1986,2,"AIDSdeathsAdultM","percent_change",0
"2025",1986,2,"AIDSdeathsAdultF","intervention",11.8916
"2025",1986,2,"AIDSdeathsAdultF","baseline",11.8916
"2025",1986,2,"AIDSdeathsAdultF","percent_change",0
"2025",1986,2,"DiagnosedHIV_M","intervention",5.55745
"2025",1986,2,"DiagnosedHIV_M","baseline",5.55745
"2025",1986,2,"DiagnosedHIV_M","percent_change",0
"2025",1986,2,"DiagnosedHIV_F","intervention",6.72078
"2025",1986,2,"DiagnosedHIV_F","baseline",6.72078
"2025",1986,2,"DiagnosedHIV_F","percent_change",0
"2025",1986,2,"Number1stHIVtestsPos","intervention",34.2347
"2025",1986,2,"Number1stHIVtestsPos","baseline",34.2347
"2025",1986,2,"Number1stHIVtestsPos","percent_change",0
"2025",1986,2,"StartingARTtot","intervention",0
"2025",1986,2,"StartingARTtot","baseline",0
"2025",1986,2,"StartingARTtot","percent_change",NA
"2025",1986,2,"Prop1stHIVtestsPos","intervention",0.832237
"2025",1986,2,"Prop1stHIVtestsPos","baseline",0.832237
"2025",1986,2,"Prop1stHIVtestsPos","percent_change",0
"2025",1986,2,"NewDiagnosesPregnancy","intervention",0
"2025",1986,2,"NewDiagnosesPregnancy","baseline",0
"2025",1986,2,"NewDiagnosesPregnancy","percent_change",NA
"2025",1986,2,"TotalART15F","intervention",0
"2025",1986,2,"TotalART15F","baseline",0
"2025",1986,2,"TotalART15F","percent_change",NA
"2025",1986,2,"TotalART15M","intervention",0
"2025",1986,2,"TotalART15M","baseline",0
"2025",1986,2,"TotalART15M","percent_change",NA
"2025",1986,2,"RediagnosesPregnancy","intervention",0
"2025",1986,2,"RediagnosesPregnancy","baseline",0
"2025",1986,2,"RediagnosesPregnancy","percent_change",NA
"2025",1986,2,"TotANCtests","intervention",0
"2025",1986,2,"TotANCtests","baseline",0
"2025",1986,2,"TotANCtests","percent_change",NA
"2025",1986,2,"VLsuppressed","intervention",NA
"2025",1986,2,"VLsuppressed","baseline",NA
"2025",1986,2,"VLsuppressed","percent_change",NA
"2025",1986,2,"TotHIV15","intervention",6348.97
"2025",1986,2,"TotHIV15","baseline",6348.97
"2025",1986,2,"TotHIV15","percent_change",0
"2025",1986,2,"TotalAIDSdeathsadult","intervention",24.3488
"2025",1986,2,"TotalAIDSdeathsadult","baseline",24.3488
"2025",1986,2,"TotalAIDSdeathsadult","percent_change",0
"2025",1987,1,"TotalHIVtests","intervention",98.9796
"2025",1987,1,"TotalHIVtests","baseline",98.9796
"2025",1987,1,"TotalHIVtests","percent_change",0
"2025",1987,1,"NewAdultHIV","intervention",20992.4
"2025",1987,1,"NewAdultHIV","baseline",20992.4
"2025",1987,1,"NewAdultHIV","percent_change",0
"2025",1987,1,"LYlostAIDS","intervention",21334.1
"2025",1987,1,"LYlostAIDS","baseline",21334.1
"2025",1987,1,"LYlostAIDS","percent_change",0
"2025",1987,1,"AIDSdeathsAdultM","intervention",49.177
"2025",1987,1,"AIDSdeathsAdultM","baseline",49.177
"2025",1987,1,"AIDSdeathsAdultM","percent_change",0
"2025",1987,1,"AIDSdeathsAdultF","intervention",40.6038
"2025",1987,1,"AIDSdeathsAdultF","baseline",40.6038
"2025",1987,1,"AIDSdeathsAdultF","percent_change",0
"2025",1987,1,"DiagnosedHIV_M","intervention",18.9498
"2025",1987,1,"DiagnosedHIV_M","baseline",18.9498
"2025",1987,1,"DiagnosedHIV_M","percent_change",0
"2025",1987,1,"DiagnosedHIV_F","intervention",20.3897
"2025",1987,1,"DiagnosedHIV_F","baseline",20.3897
"2025",1987,1,"DiagnosedHIV_F","percent_change",0
"2025",1987,1,"Number1stHIVtestsPos","intervention",81.9462
"2025",1987,1,"Number1stHIVtestsPos","baseline",81.9462
"2025",1987,1,"Number1stHIVtestsPos","percent_change",0
"2025",1987,1,"StartingARTtot","intervention",0
"2025",1987,1,"StartingARTtot","baseline",0
"2025",1987,1,"StartingARTtot","percent_change",NA
"2025",1987,1,"Prop1stHIVtestsPos","intervention",0.82791
"2025",1987,1,"Prop1stHIVtestsPos","baseline",0.82791
"2025",1987,1,"Prop1stHIVtestsPos","percent_change",0
"2025",1987,1,"NewDiagnosesPregnancy","intervention",0
"2025",1987,1,"NewDiagnosesPregnancy","baseline",0
"2025",1987,1,"NewDiagnosesPregnancy","percent_change",NA
"2025",1987,1,"TotalART15F","intervention",0
"2025",1987,1,"TotalART15F","baseline",0
"2025",1987,1,"TotalART15F","percent_change",NA
"2025",1987,1,"TotalART15M","intervention",0
"2025",1987,1,"TotalART15M","baseline",0
"2025",1987,1,"TotalART15M","percent_change",NA
"2025",1987,1,"RediagnosesPregnancy","intervention",0
"2025",1987,1,"RediagnosesPregnancy","baseline",0
"2025",1987,1,"RediagnosesPregnancy","percent_change",NA
"2025",1987,1,"TotANCtests","intervention",0
"2025",1987,1,"TotANCtests","baseline",0
"2025",1987,1,"TotANCtests","percent_change",NA
"2025",1987,1,"VLsuppressed","intervention",NA
"2025",1987,1,"VLsuppressed","baseline",NA
"2025",1987,1,"VLsuppressed","percent_change",NA
"2025",1987,1,"TotHIV15","intervention",13678.3
"2025",1987,1,"TotHIV15","baseline",13678.3
"2025",1987,1,"TotHIV15","percent_change",0
"2025",1987,1,"TotalAIDSdeathsadult","intervention",89.7808
"2025",1987,1,"TotalAIDSdeathsadult","baseline",89.7808
"2025",1987,1,"TotalAIDSdeathsadult","percent_change",0
"2025",1987,2,"TotalHIVtests","intervention",118.733
"2025",1987,2,"TotalHIVtests","baseline",118.733
"2025",1987,2,"TotalHIVtests","percent_change",0
"2025",1987,2,"NewAdultHIV","intervention",26680.3
"2025",1987,2,"NewAdultHIV","baseline",26680.3
"2025",1987,2,"NewAdultHIV","percent_change",0
"2025",1987,2,"LYlostAIDS","intervention",22205.3
"2025",1987,2,"LYlostAIDS","baseline",22205.3
"2025",1987,2,"LYlostAIDS","percent_change",0
"2025",1987,2,"AIDSdeathsAdultM","intervention",50.8951
"2025",1987,2,"AIDSdeathsAdultM","baseline",50.8951
"2025",1987,2,"AIDSdeathsAdultM","percent_change",0
"2025",1987,2,"AIDSdeathsAdultF","intervention",41.6065
"2025",1987,2,"AIDSdeathsAdultF","baseline",41.6065
"2025",1987,2,"AIDSdeathsAdultF","percent_change",0
"2025",1987,2,"DiagnosedHIV_M","intervention",22.3026
"2025",1987,2,"DiagnosedHIV_M","baseline",22.3026
"2025",1987,2,"DiagnosedHIV_M","percent_change",0
"2025",1987,2,"DiagnosedHIV_F","intervention",23.5192
"2025",1987,2,"DiagnosedHIV_F","baseline",23.5192
"2025",1987,2,"DiagnosedHIV_F","percent_change",0
"2025",1987,2,"Number1stHIVtestsPos","intervention",97.3833
"2025",1987,2,"Number1stHIVtestsPos","baseline",97.3833
"2025",1987,2,"Number1stHIVtestsPos","percent_change",0
"2025",1987,2,"StartingARTtot","intervention",0
"2025",1987,2,"StartingARTtot","baseline",0
"2025",1987,2,"StartingARTtot","percent_change",NA
"2025",1987,2,"Prop1stHIVtestsPos","intervention",0.820187
"2025",1987,2,"Prop1stHIVtestsPos","baseline",0.820187
"2025",1987,2,"Prop1stHIVtestsPos","percent_change",0
"2025",1987,2,"NewDiagnosesPregnancy","intervention",0
"2025",1987,2,"NewDiagnosesPregnancy","baseline",0
"2025",1987,2,"NewDiagnosesPregnancy","percent_change",NA
"2025",1987,2,"TotalART15F","intervention",0
"2025",1987,2,"TotalART15F","baseline",0
"2025",1987,2,"TotalART15F","percent_change",NA
"2025",1987,2,"TotalART15M","intervention",0
"2025",1987,2,"TotalART15M","baseline",0
"2025",1987,2,"TotalART15M","percent_change",NA
"2025",1987,2,"RediagnosesPregnancy","intervention",0
"2025",1987,2,"RediagnosesPregnancy","baseline",0
"2025",1987,2,"RediagnosesPregnancy","percent_change",NA
"2025",1987,2,"TotANCtests","intervention",0
"2025",1987,2,"TotANCtests","baseline",0
"2025",1987,2,"TotANCtests","percent_change",NA
"2025",1987,2,"VLsuppressed","intervention",NA
"2025",1987,2,"VLsuppressed","baseline",NA
"2025",1987,2,"VLsuppressed","percent_change",NA
"2025",1987,2,"TotHIV15","intervention",16646.8
"2025",1987,2,"TotHIV15","baseline",16646.8
"2025",1987,2,"TotHIV15","percent_change",0
"2025",1987,2,"TotalAIDSdeathsadult","intervention",92.5016
"2025",1987,2,"TotalAIDSdeathsadult","baseline",92.5016
"2025",1987,2,"TotalAIDSdeathsadult","percent_change",0
"2025",1988,1,"TotalHIVtests","intervention",246.951
"2025",1988,1,"TotalHIVtests","baseline",246.951
"2025",1988,1,"TotalHIVtests","percent_change",0
"2025",1988,1,"NewAdultHIV","intervention",41866.3
"2025",1988,1,"NewAdultHIV","baseline",41866.3
"2025",1988,1,"NewAdultHIV","percent_change",0
"2025",1988,1,"LYlostAIDS","intervention",52935
"2025",1988,1,"LYlostAIDS","baseline",52935
"2025",1988,1,"LYlostAIDS","percent_change",0
"2025",1988,1,"AIDSdeathsAdultM","intervention",154.528
"2025",1988,1,"AIDSdeathsAdultM","baseline",154.528
"2025",1988,1,"AIDSdeathsAdultM","percent_change",0
"2025",1988,1,"AIDSdeathsAdultF","intervention",111.001
"2025",1988,1,"AIDSdeathsAdultF","baseline",111.001
"2025",1988,1,"AIDSdeathsAdultF","percent_change",0
"2025",1988,1,"DiagnosedHIV_M","intervention",59.9688
"2025",1988,1,"DiagnosedHIV_M","baseline",59.9688
"2025",1988,1,"DiagnosedHIV_M","percent_change",0
"2025",1988,1,"DiagnosedHIV_F","intervention",58.0514
"2025",1988,1,"DiagnosedHIV_F","baseline",58.0514
"2025",1988,1,"DiagnosedHIV_F","percent_change",0
"2025",1988,1,"Number1stHIVtestsPos","intervention",207.018
"2025",1988,1,"Number1stHIVtestsPos","baseline",207.018
"2025",1988,1,"Number1stHIVtestsPos","percent_change",0
"2025",1988,1,"StartingARTtot","intervention",0
"2025",1988,1,"StartingARTtot","baseline",0
"2025",1988,1,"StartingARTtot","percent_change",NA
"2025",1988,1,"Prop1stHIVtestsPos","intervention",0.838295
"2025",1988,1,"Prop1stHIVtestsPos","baseline",0.838295
"2025",1988,1,"Prop1stHIVtestsPos","percent_change",0
"2025",1988,1,"NewDiagnosesPregnancy","intervention",0
"2025",1988,1,"NewDiagnosesPregnancy","baseline",0
"2025",1988,1,"NewDiagnosesPregnancy","percent_change",NA
"2025",1988,1,"TotalART15F","intervention",0
"2025",1988,1,"TotalART15F","baseline",0
"2025",1988,1,"TotalART15F","percent_change",NA
"2025",1988,1,"TotalART15M","intervention",0
"2025",1988,1,"TotalART15M","baseline",0
"2025",1988,1,"TotalART15M","percent_change",NA
"2025",1988,1,"RediagnosesPregnancy","intervention",0
"2025",1988,1,"RediagnosesPregnancy","baseline",0
"2025",1988,1,"RediagnosesPregnancy","percent_change",NA
"2025",1988,1,"TotANCtests","intervention",0
"2025",1988,1,"TotANCtests","baseline",0
"2025",1988,1,"TotANCtests","percent_change",NA
"2025",1988,1,"VLsuppressed","intervention",NA
"2025",1988,1,"VLsuppressed","baseline",NA
"2025",1988,1,"VLsuppressed","percent_change",NA
"2025",1988,1,"TotHIV15","intervention",34352.2
"2025",1988,1,"TotHIV15","baseline",34352.2
"2025",1988,1,"TotHIV15","percent_change",0
"2025",1988,1,"TotalAIDSdeathsadult","intervention",265.529
"2025",1988,1,"TotalAIDSdeathsadult","baseline",265.529
"2025",1988,1,"TotalAIDSdeathsadult","percent_change",0
"2025",1988,2,"TotalHIVtests","intervention",300.041
"2025",1988,2,"TotalHIVtests","baseline",300.041
"2025",1988,2,"TotalHIVtests","percent_change",0
"2025",1988,2,"NewAdultHIV","intervention",52708.1
"2025",1988,2,"NewAdultHIV","baseline",52708.1
"2025",1988,2,"NewAdultHIV","percent_change",0
"2025",1988,2,"LYlostAIDS","intervention",56219.7
"2025",1988,2,"LYlostAIDS","baseline",56219.7
"2025",1988,2,"LYlostAIDS","percent_change",0
"2025",1988,2,"AIDSdeathsAdultM","intervention",164.042
"2025",1988,2,"AIDSdeathsAdultM","baseline",164.042
"2025",1988,2,"AIDSdeathsAdultM","percent_change",0
"2025",1988,2,"AIDSdeathsAdultF","intervention",115.021
"2025",1988,2,"AIDSdeathsAdultF","baseline",115.021
"2025",1988,2,"AIDSdeathsAdultF","percent_change",0
"2025",1988,2,"DiagnosedHIV_M","intervention",72.3494
"2025",1988,2,"DiagnosedHIV_M","baseline",72.3494
"2025",1988,2,"DiagnosedHIV_M","percent_change",0
"2025",1988,2,"DiagnosedHIV_F","intervention",67.4317
"2025",1988,2,"DiagnosedHIV_F","baseline",67.4317
"2025",1988,2,"DiagnosedHIV_F","percent_change",0
"2025",1988,2,"Number1stHIVtestsPos","intervention",249.906
"2025",1988,2,"Number1stHIVtestsPos","baseline",249.906
"2025",1988,2,"Number1stHIVtestsPos","percent_change",0
"2025",1988,2,"StartingARTtot","intervention",0
"2025",1988,2,"StartingARTtot","baseline",0
"2025",1988,2,"StartingARTtot","percent_change",NA
"2025",1988,2,"Prop1stHIVtestsPos","intervention",0.832906
"2025",1988,2,"Prop1stHIVtestsPos","baseline",0.832906
"2025",1988,2,"Prop1stHIVtestsPos","percent_change",0
"2025",1988,2,"NewDiagnosesPregnancy","intervention",0
"2025",1988,2,"NewDiagnosesPregnancy","baseline",0
"2025",1988,2,"NewDiagnosesPregnancy","percent_change",NA
"2025",1988,2,"TotalART15F","intervention",0
"2025",1988,2,"TotalART15F","baseline",0
"2025",1988,2,"TotalART15F","percent_change",NA
"2025",1988,2,"TotalART15M","intervention",0
"2025",1988,2,"TotalART15M","baseline",0
"2025",1988,2,"TotalART15M","percent_change",NA
"2025",1988,2,"RediagnosesPregnancy","intervention",0
"2025",1988,2,"RediagnosesPregnancy","baseline",0
"2025",1988,2,"RediagnosesPregnancy","percent_change",NA
"2025",1988,2,"TotANCtests","intervention",0
"2025",1988,2,"TotANCtests","baseline",0
"2025",1988,2,"TotANCtests","percent_change",NA
"2025",1988,2,"VLsuppressed","intervention",NA
"2025",1988,2,"VLsuppressed","baseline",NA
"2025",1988,2,"VLsuppressed","percent_change",NA
"2025",1988,2,"TotHIV15","intervention",42937.9
"2025",1988,2,"TotHIV15","baseline",42937.9
"2025",1988,2,"TotHIV15","percent_change",0
"2025",1988,2,"TotalAIDSdeathsadult","intervention",279.063
"2025",1988,2,"TotalAIDSdeathsadult","baseline",279.063
"2025",1988,2,"TotalAIDSdeathsadult","percent_change",0
"2025",1989,1,"TotalHIVtests","intervention",543.002
"2025",1989,1,"TotalHIVtests","baseline",543.002
"2025",1989,1,"TotalHIVtests","percent_change",0
"2025",1989,1,"NewAdultHIV","intervention",70972.4
"2025",1989,1,"NewAdultHIV","baseline",70972.4
"2025",1989,1,"NewAdultHIV","percent_change",0
"2025",1989,1,"LYlostAIDS","intervention",118034
"2025",1989,1,"LYlostAIDS","baseline",118034
"2025",1989,1,"LYlostAIDS","percent_change",0
"2025",1989,1,"AIDSdeathsAdultM","intervention",415.693
"2025",1989,1,"AIDSdeathsAdultM","baseline",415.693
"2025",1989,1,"AIDSdeathsAdultM","percent_change",0
"2025",1989,1,"AIDSdeathsAdultF","intervention",276.467
"2025",1989,1,"AIDSdeathsAdultF","baseline",276.467
"2025",1989,1,"AIDSdeathsAdultF","percent_change",0
"2025",1989,1,"DiagnosedHIV_M","intervention",164.227
"2025",1989,1,"DiagnosedHIV_M","baseline",164.227
"2025",1989,1,"DiagnosedHIV_M","percent_change",0
"2025",1989,1,"DiagnosedHIV_F","intervention",149.494
"2025",1989,1,"DiagnosedHIV_F","baseline",149.494
"2025",1989,1,"DiagnosedHIV_F","percent_change",0
"2025",1989,1,"Number1stHIVtestsPos","intervention",463.402
"2025",1989,1,"Number1stHIVtestsPos","baseline",463.402
"2025",1989,1,"Number1stHIVtestsPos","percent_change",0
"2025",1989,1,"StartingARTtot","intervention",0
"2025",1989,1,"StartingARTtot","baseline",0
"2025",1989,1,"StartingARTtot","percent_change",NA
"2025",1989,1,"Prop1stHIVtestsPos","intervention",0.853407
"2025",1989,1,"Prop1stHIVtestsPos","baseline",0.853407
"2025",1989,1,"Prop1stHIVtestsPos","percent_change",0
"2025",1989,1,"NewDiagnosesPregnancy","intervention",0
"2025",1989,1,"NewDiagnosesPregnancy","baseline",0
"2025",1989,1,"NewDiagnosesPregnancy","percent_change",NA
"2025",1989,1,"TotalART15F","intervention",0
"2025",1989,1,"TotalART15F","baseline",0
"2025",1989,1,"TotalART15F","percent_change",NA
"2025",1989,1,"TotalART15M","intervention",0
"2025",1989,1,"TotalART15M","baseline",0
"2025",1989,1,"TotalART15M","percent_change",NA
"2025",1989,1,"RediagnosesPregnancy","intervention",0
"2025",1989,1,"RediagnosesPregnancy","baseline",0
"2025",1989,1,"RediagnosesPregnancy","percent_change",NA
"2025",1989,1,"TotANCtests","intervention",0
"2025",1989,1,"TotANCtests","baseline",0
"2025",1989,1,"TotANCtests","percent_change",NA
"2025",1989,1,"VLsuppressed","intervention",NA
"2025",1989,1,"VLsuppressed","baseline",NA
"2025",1989,1,"VLsuppressed","percent_change",NA
"2025",1989,1,"TotHIV15","intervention",75460.9
"2025",1989,1,"TotHIV15","baseline",75460.9
"2025",1989,1,"TotHIV15","percent_change",0
"2025",1989,1,"TotalAIDSdeathsadult","intervention",692.16
"2025",1989,1,"TotalAIDSdeathsadult","baseline",692.16
"2025",1989,1,"TotalAIDSdeathsadult","percent_change",0
"2025",1989,2,"TotalHIVtests","intervention",658.718
"2025",1989,2,"TotalHIVtests","baseline",658.718
"2025",1989,2,"TotalHIVtests","percent_change",0
"2025",1989,2,"NewAdultHIV","intervention",86241.7
"2025",1989,2,"NewAdultHIV","baseline",86241.7
"2025",1989,2,"NewAdultHIV","percent_change",0
"2025",1989,2,"LYlostAIDS","intervention",126413
"2025",1989,2,"LYlostAIDS","baseline",126413
"2025",1989,2,"LYlostAIDS","percent_change",0
"2025",1989,2,"AIDSdeathsAdultM","intervention",451.717
"2025",1989,2,"AIDSdeathsAdultM","baseline",451.717
