"intervention_year","year","parameter_set","scenario","indicator","value"
"2025",1994,1,"intervention","TotalAIDSdeathsadult",18433.56
"2025",1994,1,"baseline","TotalHIVtests",508580
"2025",1994,1,"baseline","NewAdultHIV",322956
"2025",1994,1,"baseline","AIDSdeathsAdultM",10254.8
"2025",1994,1,"baseline","AIDSdeathsAdultF",8178.76
"2025",1994,1,"baseline","ARTcoverageAdult",0
"2025",1994,1,"baseline","TotalAIDSdeathsadult",18433.56
"2025",1994,2,"intervention","TotalHIVtests",506288
"2025",1994,2,"intervention","NewAdultHIV",328273
"2025",1994,2,"intervention","AIDSdeathsAdultM",10968.2
"2025",1994,2,"intervention","AIDSdeathsAdultF",8368.4
"2025",1994,2,"intervention","ARTcoverageAdult",0
"2025",1994,2,"intervention","TotalAIDSdeathsadult",19336.6
"2025",1994,2,"baseline","TotalHIVtests",506288
"2025",1994,2,"baseline","NewAdultHIV",328273
"2025",1994,2,"baseline","AIDSdeathsAdultM",10968.2
"2025",1994,2,"baseline","AIDSdeathsAdultF",8368.4
"2025",1994,2,"baseline","ARTcoverageAdult",0
"2025",1994,2,"baseline","TotalAIDSdeathsadult",19336.6
"2025",1995,1,"intervention","TotalHIVtests",636050
"2025",1995,1,"intervention","NewAdultHIV",373446
"2025",1995,1,"intervention","AIDSdeathsAdultM",15397
"2025",1995,1,"intervention","AIDSdeathsAdultF",13072.2
"2025",1995,1,"intervention","ARTcoverageAdult",0
"2025",1995,1,"intervention","TotalAIDSdeathsadult",28469.2
"2025",1995,1,"baseline","TotalHIVtests",636050
"2025",1995,1,"baseline","NewAdultHIV",373446
"2025",1995,1,"baseline","AIDSdeathsAdultM",15397
"2025",1995,1,"baseline","AIDSdeathsAdultF",13072.2
"2025",1995,1,"baseline","ARTcoverageAdult",0
"2025",1995,1,"baseline","TotalAIDSdeathsadult",28469.2
"2025",1995,2,"intervention","TotalHIVtests",632914
"2025",1995,2,"intervention","NewAdultHIV",374065
"2025",1995,2,"intervention","AIDSdeathsAdultM",16197
"2025",1995,2,"intervention","AIDSdeathsAdultF",13185.1
"2025",1995,2,"intervention","ARTcoverageAdult",0
"2025",1995,2,"intervention","TotalAIDSdeathsadult",29382.1
"2025",1995,2,"baseline","TotalHIVtests",632914
"2025",1995,2,"baseline","NewAdultHIV",374065
"2025",1995,2,"baseline","AIDSdeathsAdultM",16197
"2025",1995,2,"baseline","AIDSdeathsAdultF",13185.1
"2025",1995,2,"baseline","ARTcoverageAdult",0
"2025",1995,2,"baseline","TotalAIDSdeathsadult",29382.1
"2025",1996,1,"intervention","TotalHIVtests",763379
"2025",1996,1,"intervention","NewAdultHIV",414511
"2025",1996,1,"intervention","AIDSdeathsAdultM",21960.9
"2025",1996,1,"intervention","AIDSdeathsAdultF",19838.7
"2025",1996,1,"intervention","ARTcoverageAdult",0
"2025",1996,1,"intervention","TotalAIDSdeathsadult",41799.6
"2025",1996,1,"baseline","TotalHIVtests",763379
"2025",1996,1,"baseline","NewAdultHIV",414511
"2025",1996,1,"baseline","AIDSdeathsAdultM",21960.9
"2025",1996,1,"baseline","AIDSdeathsAdultF",19838.7
"2025",1996,1,"baseline","ARTcoverageAdult",0
"2025",1996,1,"baseline","TotalAIDSdeathsadult",41799.6
"2025",1996,2,"intervention","TotalHIVtests",759471
"2025",1996,2,"intervention","NewAdultHIV",411227
"2025",1996,2,"intervention","AIDSdeathsAdultM",22725.5
"2025",1996,2,"intervention","AIDSdeathsAdultF",19730.6
"2025",1996,2,"intervention","ARTcoverageAdult",0
"2025",1996,2,"intervention","TotalAIDSdeathsadult",42456.1
"2025",1996,2,"baseline","TotalHIVtests",759471
"2025",1996,2,"baseline","NewAdultHIV",411227
"2025",1996,2,"baseline","AIDSdeathsAdultM",22725.5
"2025",1996,2,"baseline","AIDSdeathsAdultF",19730.6
"2025",1996,2,"baseline","ARTcoverageAdult",0
"2025",1996,2,"baseline","TotalAIDSdeathsadult",42456.1
"2025",1997,1,"intervention","TotalHIVtests",890659
"2025",1997,1,"intervention","NewAdultHIV",441087
"2025",1997,1,"intervention","AIDSdeathsAdultM",29685.3
"2025",1997,1,"intervention","AIDSdeathsAdultF",28508.2
"2025",1997,1,"intervention","ARTcoverageAdult",0
"2025",1997,1,"intervention","TotalAIDSdeathsadult",58193.5
"2025",1997,1,"baseline","TotalHIVtests",890659
"2025",1997,1,"baseline","NewAdultHIV",441087
"2025",1997,1,"baseline","AIDSdeathsAdultM",29685.3
"2025",1997,1,"baseline","AIDSdeathsAdultF",28508.2
"2025",1997,1,"baseline","ARTcoverageAdult",0
"2025",1997,1,"baseline","TotalAIDSdeathsadult",58193.5
"2025",1997,2,"intervention","TotalHIVtests",886046
"2025",1997,2,"intervention","NewAdultHIV",435324
"2025",1997,2,"intervention","AIDSdeathsAdultM",30251.5
"2025",1997,2,"intervention","AIDSdeathsAdultF",27976.3
"2025",1997,2,"intervention","ARTcoverageAdult",0
"2025",1997,2,"intervention","TotalAIDSdeathsadult",58227.8
"2025",1997,2,"baseline","TotalHIVtests",886046
"2025",1997,2,"baseline","NewAdultHIV",435324
"2025",1997,2,"baseline","AIDSdeathsAdultM",30251.5
"2025",1997,2,"baseline","AIDSdeathsAdultF",27976.3
"2025",1997,2,"baseline","ARTcoverageAdult",0
"2025",1997,2,"baseline","TotalAIDSdeathsadult",58227.8
"2025",1998,1,"intervention","TotalHIVtests",1017710
"2025",1998,1,"intervention","NewAdultHIV",457328
"2025",1998,1,"intervention","AIDSdeathsAdultM",38588.6
"2025",1998,1,"intervention","AIDSdeathsAdultF",39300.9
"2025",1998,1,"intervention","ARTcoverageAdult",0
"2025",1998,1,"intervention","TotalAIDSdeathsadult",77889.5
"2025",1998,1,"baseline","TotalHIVtests",1017710
"2025",1998,1,"baseline","NewAdultHIV",457328
"2025",1998,1,"baseline","AIDSdeathsAdultM",38588.6
"2025",1998,1,"baseline","AIDSdeathsAdultF",39300.9
"2025",1998,1,"baseline","ARTcoverageAdult",0
"2025",1998,1,"baseline","TotalAIDSdeathsadult",77889.5
"2025",1998,2,"intervention","TotalHIVtests",1012520
"2025",1998,2,"intervention","NewAdultHIV",450307
"2025",1998,2,"intervention","AIDSdeathsAdultM",38791.5
"2025",1998,2,"intervention","AIDSdeathsAdultF",38117.4
"2025",1998,2,"intervention","ARTcoverageAdult",0
"2025",1998,2,"intervention","TotalAIDSdeathsadult",76908.9
"2025",1998,2,"baseline","TotalHIVtests",1012520
"2025",1998,2,"baseline","NewAdultHIV",450307
"2025",1998,2,"baseline","AIDSdeathsAdultM",38791.5
"2025",1998,2,"baseline","AIDSdeathsAdultF",38117.4
"2025",1998,2,"baseline","ARTcoverageAdult",0
"2025",1998,2,"baseline","TotalAIDSdeathsadult",76908.9
"2025",1999,1,"intervention","TotalHIVtests",1144330
"2025",1999,1,"intervention","NewAdultHIV",464296
"2025",1999,1,"intervention","AIDSdeathsAdultM",48468.4
"2025",1999,1,"intervention","AIDSdeathsAdultF",52184.7
"2025",1999,1,"intervention","ARTcoverageAdult",0
"2025",1999,1,"intervention","TotalAIDSdeathsadult",100653.1
"2025",1999,1,"baseline","TotalHIVtests",1144330
"2025",1999,1,"baseline","NewAdultHIV",464296
"2025",1999,1,"baseline","AIDSdeathsAdultM",48468.4
"2025",1999,1,"baseline","AIDSdeathsAdultF",52184.7
"2025",1999,1,"baseline","ARTcoverageAdult",0
"2025",1999,1,"baseline","TotalAIDSdeathsadult",100653.1
"2025",1999,2,"intervention","TotalHIVtests",1138700
"2025",1999,2,"intervention","NewAdultHIV",456872
"2025",1999,2,"intervention","AIDSdeathsAdultM",48155
"2025",1999,2,"intervention","AIDSdeathsAdultF",50117.1
"2025",1999,2,"intervention","ARTcoverageAdult",0
"2025",1999,2,"intervention","TotalAIDSdeathsadult",98272.1
"2025",1999,2,"baseline","TotalHIVtests",1138700
"2025",1999,2,"baseline","NewAdultHIV",456872
"2025",1999,2,"baseline","AIDSdeathsAdultM",48155
"2025",1999,2,"baseline","AIDSdeathsAdultF",50117.1
"2025",1999,2,"baseline","ARTcoverageAdult",0
"2025",1999,2,"baseline","TotalAIDSdeathsadult",98272.1
"2025",2000,1,"intervention","TotalHIVtests",1270220
"2025",2000,1,"intervention","NewAdultHIV",462864
"2025",2000,1,"intervention","AIDSdeathsAdultM",59000.1
"2025",2000,1,"intervention","AIDSdeathsAdultF",66817.8
"2025",2000,1,"intervention","ARTcoverageAdult",0
"2025",2000,1,"intervention","TotalAIDSdeathsadult",125817.9
"2025",2000,1,"baseline","TotalHIVtests",1270220
"2025",2000,1,"baseline","NewAdultHIV",462864
"2025",2000,1,"baseline","AIDSdeathsAdultM",59000.1
"2025",2000,1,"baseline","AIDSdeathsAdultF",66817.8
"2025",2000,1,"baseline","ARTcoverageAdult",0
"2025",2000,1,"baseline","TotalAIDSdeathsadult",125817.9
"2025",2000,2,"intervention","TotalHIVtests",1264300
"2025",2000,2,"intervention","NewAdultHIV",455572
"2025",2000,2,"intervention","AIDSdeathsAdultM",58063.5
"2025",2000,2,"intervention","AIDSdeathsAdultF",63683.8
"2025",2000,2,"intervention","ARTcoverageAdult",0
"2025",2000,2,"intervention","TotalAIDSdeathsadult",121747.3
"2025",2000,2,"baseline","TotalHIVtests",1264300
"2025",2000,2,"baseline","NewAdultHIV",455572
"2025",2000,2,"baseline","AIDSdeathsAdultM",58063.5
"2025",2000,2,"baseline","AIDSdeathsAdultF",63683.8
"2025",2000,2,"baseline","ARTcoverageAdult",0
"2025",2000,2,"baseline","TotalAIDSdeathsadult",121747.3
"2025",2001,1,"intervention","TotalHIVtests",1395620
"2025",2001,1,"intervention","NewAdultHIV",455296
"2025",2001,1,"intervention","AIDSdeathsAdultM",69038.9
"2025",2001,1,"intervention","AIDSdeathsAdultF",81336.2
"2025",2001,1,"intervention","ARTcoverageAdult",0.0017595
"2025",2001,1,"intervention","TotalAIDSdeathsadult",150375.1
"2025",2001,1,"baseline","TotalHIVtests",1395620
"2025",2001,1,"baseline","NewAdultHIV",455296
"2025",2001,1,"baseline","AIDSdeathsAdultM",69038.9
"2025",2001,1,"baseline","AIDSdeathsAdultF",81336.2
"2025",2001,1,"baseline","ARTcoverageAdult",0.0017595
"2025",2001,1,"baseline","TotalAIDSdeathsadult",150375.1
"2025",2001,2,"intervention","TotalHIVtests",1389530
"2025",2001,2,"intervention","NewAdultHIV",448415
"2025",2001,2,"intervention","AIDSdeathsAdultM",67299.8
"2025",2001,2,"intervention","AIDSdeathsAdultF",76782.2
"2025",2001,2,"intervention","ARTcoverageAdult",0.00171962
"2025",2001,2,"intervention","TotalAIDSdeathsadult",144082
"2025",2001,2,"baseline","TotalHIVtests",1389530
"2025",2001,2,"baseline","NewAdultHIV",448415
"2025",2001,2,"baseline","AIDSdeathsAdultM",67299.8
"2025",2001,2,"baseline","AIDSdeathsAdultF",76782.2
"2025",2001,2,"baseline","ARTcoverageAdult",0.00171962
"2025",2001,2,"baseline","TotalAIDSdeathsadult",144082
"2025",2002,1,"intervention","TotalHIVtests",1519930
"2025",2002,1,"intervention","NewAdultHIV",445112
"2025",2002,1,"intervention","AIDSdeathsAdultM",79416.2
"2025",2002,1,"intervention","AIDSdeathsAdultF",96692.2
"2025",2002,1,"intervention","ARTcoverageAdult",0.00347531
"2025",2002,1,"intervention","TotalAIDSdeathsadult",176108.4
"2025",2002,1,"baseline","TotalHIVtests",1519930
"2025",2002,1,"baseline","NewAdultHIV",445112
"2025",2002,1,"baseline","AIDSdeathsAdultM",79416.2
"2025",2002,1,"baseline","AIDSdeathsAdultF",96692.2
"2025",2002,1,"baseline","ARTcoverageAdult",0.00347531
"2025",2002,1,"baseline","TotalAIDSdeathsadult",176108.4
"2025",2002,2,"intervention","TotalHIVtests",1513800
"2025",2002,2,"intervention","NewAdultHIV",438663
"2025",2002,2,"intervention","AIDSdeathsAdultM",76814.4
"2025",2002,2,"intervention","AIDSdeathsAdultF",90579.1
"2025",2002,2,"intervention","ARTcoverageAdult",0.00340422
"2025",2002,2,"intervention","TotalAIDSdeathsadult",167393.5
"2025",2002,2,"baseline","TotalHIVtests",1513800
"2025",2002,2,"baseline","NewAdultHIV",438663
"2025",2002,2,"baseline","AIDSdeathsAdultM",76814.4
"2025",2002,2,"baseline","AIDSdeathsAdultF",90579.1
"2025",2002,2,"baseline","ARTcoverageAdult",0.00340422
"2025",2002,2,"baseline","TotalAIDSdeathsadult",167393.5
"2025",2003,1,"intervention","TotalHIVtests",1649730
"2025",2003,1,"intervention","NewAdultHIV",434875
"2025",2003,1,"intervention","AIDSdeathsAdultM",89457.9
"2025",2003,1,"intervention","AIDSdeathsAdultF",112179
"2025",2003,1,"intervention","ARTcoverageAdult",0.00536257
"2025",2003,1,"intervention","TotalAIDSdeathsadult",201636.9
"2025",2003,1,"baseline","TotalHIVtests",1649730
"2025",2003,1,"baseline","NewAdultHIV",434875
"2025",2003,1,"baseline","AIDSdeathsAdultM",89457.9
"2025",2003,1,"baseline","AIDSdeathsAdultF",112179
"2025",2003,1,"baseline","ARTcoverageAdult",0.00536257
"2025",2003,1,"baseline","TotalAIDSdeathsadult",201636.9
"2025",2003,2,"intervention","TotalHIVtests",1643410
"2025",2003,2,"intervention","NewAdultHIV",428825
"2025",2003,2,"intervention","AIDSdeathsAdultM",85994
"2025",2003,2,"intervention","AIDSdeathsAdultF",104460
"2025",2003,2,"intervention","ARTcoverageAdult",0.00525917
"2025",2003,2,"intervention","TotalAIDSdeathsadult",190454
"2025",2003,2,"baseline","TotalHIVtests",1643410
"2025",2003,2,"baseline","NewAdultHIV",428825
"2025",2003,2,"baseline","AIDSdeathsAdultM",85994
"2025",2003,2,"baseline","AIDSdeathsAdultF",104460
"2025",2003,2,"baseline","ARTcoverageAdult",0.00525917
"2025",2003,2,"baseline","TotalAIDSdeathsadult",190454
"2025",2004,1,"intervention","TotalHIVtests",1777700
"2025",2004,1,"intervention","NewAdultHIV",424111
"2025",2004,1,"intervention","AIDSdeathsAdultM",99378.5
"2025",2004,1,"intervention","AIDSdeathsAdultF",127683
"2025",2004,1,"intervention","ARTcoverageAdult",0.00754181
"2025",2004,1,"intervention","TotalAIDSdeathsadult",227061.5
"2025",2004,1,"baseline","TotalHIVtests",1777700
"2025",2004,1,"baseline","NewAdultHIV",424111
"2025",2004,1,"baseline","AIDSdeathsAdultM",99378.5
"2025",2004,1,"baseline","AIDSdeathsAdultF",127683
"2025",2004,1,"baseline","ARTcoverageAdult",0.00754181
"2025",2004,1,"baseline","TotalAIDSdeathsadult",227061.5
"2025",2004,2,"intervention","TotalHIVtests",1771210
"2025",2004,2,"intervention","NewAdultHIV",418471
"2025",2004,2,"intervention","AIDSdeathsAdultM",95347.1
"2025",2004,2,"intervention","AIDSdeathsAdultF",118897
